pdb_id,n_chains,used_chain,used_chain_len,recorded_seq_length,used_chain_has_chrom,used_chain_chrom_code,any_other_chain_has_chrom,all_chrom_chains,all_chains_summary,bug_flag
3KCS,1,A,214,215.0,True,NRQ,False,"A(214aa,NRQ)",A=214,False
3KCT,1,A,214,215.0,True,NRQ,False,"A(214aa,NRQ)",A=214,False
3LA1,1,A,235,236.0,True,CRF,False,"A(235aa,CRF)",A=235,False
3LF3,1,A,218,220.0,True,NRQ,False,"A(218aa,NRQ)",A=218,False
3LF4,2,B,159,160.0,False,,False,,A=62;B=159,False
3LVA,2,A,234,235.0,True,GYS,True,"A(234aa,GYS);B(234aa,GYS)",A=234;B=234,False
3LVC,2,A,226,227.0,True,GYS,True,"A(226aa,GYS);B(226aa,GYS)",A=226;B=226,False
3LVD,2,A,226,227.0,True,GYS,True,"A(226aa,GYS);B(226aa,GYS)",A=226;B=226,False
3MGF,4,A,212,213.0,True,CFY,True,"A(212aa,CFY);B(209aa,CFY);C(212aa,CFY);D(212aa,CFY)",A=212;B=209;C=212;D=212,False
3NED,1,A,228,231.0,True,NRQ,False,"A(228aa,NRQ)",A=228,False
3NEZ,4,A,215,217.0,True,NRQ,True,"A(215aa,NRQ);B(214aa,NRQ);C(214aa,NRQ);D(215aa,NRQ)",A=215;B=214;C=214;D=215,False
3NF0,1,A,217,218.0,True,CH6,False,"A(217aa,CH6)",A=217,False
3OGO,8,A,231,232.0,True,CRO,True,"A(231aa,CRO);B(224aa,CRO);C(227aa,CRO);D(225aa,CRO)",A=231;B=224;C=227;D=225;E=115;F=115;G=116;H=116,False
3P28,1,A,234,235.0,True,GYS,False,"A(234aa,GYS)",A=234,False
3P8U,4,C,222,223.0,True,CR8,True,"A(220aa,CR8);B(219aa,CR8);C(222aa,CR8);D(220aa,CR8)",A=220;B=219;C=222;D=220,False
3PIB,4,B,235,236.0,True,NRQ,True,"A(226aa,NRQ);B(235aa,NRQ);C(225aa,NRQ);D(227aa,NRQ)",A=226;B=235;C=225;D=227,False
3PJ5,2,A,223,224.0,True,NRQ,True,"A(223aa,NRQ);B(223aa,NRQ)",A=223;B=223,False
3PJ7,4,C,223,224.0,True,NRQ,True,"A(222aa,NRQ);B(222aa,NRQ);C(223aa,NRQ);D(221aa,NRQ)",A=222;B=222;C=223;D=221,False
3PJB,2,A,222,223.0,True,NRQ,True,"A(222aa,NRQ);B(222aa,NRQ)",A=222;B=222,False
3RWA,8,A,232,233.0,True,NRQ,True,"A(232aa,NRQ);B(232aa,NRQ);C(232aa,NRQ);D(232aa,NRQ);E(232aa,NRQ);F(232aa,NRQ);G(232aa,NRQ);H(232aa,NRQ)",A=232;B=232;C=232;D=232;E=232;F=232;G=232;H=232,False
3RWT,8,F,234,235.0,True,NRQ,True,"F(234aa,NRQ);A(234aa,NRQ);B(234aa,NRQ);C(234aa,NRQ);D(234aa,NRQ);E(234aa,NRQ);G(234aa,NRQ);H(234aa,NRQ)",F=234;A=234;B=234;C=234;D=234;E=234;G=234;H=234,False
3S05,4,B,221,222.0,True,CR8,True,"A(220aa,CR8);B(221aa,CR8);C(218aa,CR8);D(218aa,CR8)",A=220;B=221;C=218;D=218,False
3SRY,1,A,231,232.0,True,CR2,False,"A(231aa,CR2)",A=231,False
3SS0,1,A,231,232.0,True,CR2,False,"A(231aa,CR2)",A=231,False
3SSH,1,A,231,232.0,True,CR2,False,"A(231aa,CR2)",A=231,False
3SSK,1,A,231,232.0,True,CR2,False,"A(231aa,CR2)",A=231,False
3SSL,1,A,231,232.0,True,CR2,False,"A(231aa,CR2)",A=231,False
3SSP,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
3SST,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
3SSV,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
3SSY,1,A,227,228.0,True,CR2,False,"A(227aa,CR2)",A=227,False
3ST0,1,A,226,227.0,True,CR2,False,"A(226aa,CR2)",A=226,False
3SV5,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
3SVB,1,A,226,227.0,True,CR2,False,"A(226aa,CR2)",A=226,False
3SVC,1,A,229,230.0,True,CR2,False,"A(229aa,CR2)",A=229,False
3SVD,1,A,229,230.0,True,CR2,False,"A(229aa,CR2)",A=229,False
3SVE,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
3TMR,4,A,221,222.0,True,CR8,True,"A(221aa,CR8);B(220aa,CR8);C(220aa,CR8);D(220aa,CR8)",A=221;B=220;C=220;D=220,False
3TMT,4,A,221,222.0,True,CR8,True,"A(221aa,CR8);B(220aa,CR8);C(219aa,CR8);D(220aa,CR8)",A=221;B=220;C=219;D=220,False
3U0K,2,A,218,219.0,True,CRK,False,"A(218aa,CRK)",B=178;A=218,False
3U0L,1,A,216,217.0,True,NRQ,False,"A(216aa,NRQ)",A=216,False
3U0M,1,A,216,217.0,True,NRQ,False,"A(216aa,NRQ)",A=216,False
3U0N,1,A,221,222.0,True,NRQ,False,"A(221aa,NRQ)",A=221,False
3U8P,3,A,336,337.0,True,CRO,True,"A(336aa,CRO);B(335aa,CRO);C(335aa,CRO)",A=336;B=335;C=335,False
3UFZ,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
3UG0,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
3V3D,1,A,229,230.0,True,CR2,False,"A(229aa,CR2)",A=229,False
3VHT,3,B,259,260.0,True,CR2,True,"A(228aa,CR2);B(259aa,CR2)",A=228;B=259;C=76,False
3VIC,8,B,218,219.0,False,,False,,A=217;B=218;C=218;D=218;E=217;F=218;G=218;H=217,False
3VK1,1,A,216,217.0,False,,False,,A=216,False
3W1C,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
3W1D,1,A,226,227.0,True,CR2,False,"A(226aa,CR2)",A=226,False
3WCK,8,C,220,221.0,True,CRQ,True,"A(217aa,CRQ);B(217aa,CRQ);C(220aa,CRQ);D(217aa,CRQ);E(217aa,CRQ);F(217aa,CRQ);G(219aa,CRQ);H(217aa,CRQ)",A=217;B=217;C=220;D=217;E=217;F=217;G=219;H=217,False
3ZTF,1,A,236,237.0,True,SWG,False,"A(236aa,SWG)",A=236,False
3ZUF,6,D,214,215.0,True,GYC,True,"A(213aa,GYC);B(213aa,GYC);C(213aa,GYC);D(214aa,GYC);E(213aa,GYC);F(213aa,GYC)",A=213;B=213;C=213;D=214;E=213;F=213,False
3ZUJ,6,A,213,214.0,True,GYC,True,"A(213aa,GYC);B(213aa,GYC);C(212aa,GYC);D(211aa,GYC);E(213aa,GYC);F(213aa,GYC)",A=213;B=213;C=212;D=211;E=213;F=213,False
3ZUL,6,C,215,216.0,True,GYC,True,"A(213aa,GYC);B(213aa,GYC);C(215aa,GYC);D(213aa,GYC);E(213aa,GYC);F(213aa,GYC)",A=213;B=213;C=215;D=213;E=213;F=213,False
4ANJ,2,A,995,996.0,True,CR2,False,"A(995aa,CR2)",A=995;B=128,False
4AR7,1,A,224,225.0,True,SWG,False,"A(224aa,SWG)",A=224,False
4AS8,1,A,228,229.0,True,CRF,False,"A(228aa,CRF)",A=228,False
4B30,2,B,227,229.0,True,CRQ,True,"A(224aa,CRQ);B(227aa,CRQ)",A=224;B=227,False
4B5Y,1,A,229,230.0,True,SWG,False,"A(229aa,SWG)",A=229,False
4BDU,4,A,295,296.0,True,CR2,True,"A(295aa,CR2);B(295aa,CR2);C(295aa,CR2);D(295aa,CR2)",A=295;B=295;C=295;D=295,False
4DKM,8,A,213,214.0,True,CR2,True,"A(213aa,CR2);B(213aa,CR2);C(213aa,CR2);D(213aa,CR2);E(213aa,CR2);F(213aa,CR2);G(213aa,CR2);H(213aa,CR2)",A=213;B=213;C=213;D=213;E=213;F=213;G=213;H=213,False
4DKN,2,B,214,215.0,True,CR2,True,"A(209aa,CR2);B(214aa,CR2)",A=209;B=214,False
4EDO,2,A,218,219.0,True,NRQ,True,"A(218aa,NRQ);B(218aa,NRQ)",A=218;B=218,False
4EDS,2,A,218,219.0,True,NRQ,True,"A(218aa,NRQ);B(218aa,NRQ)",A=218;B=218,False
4EMQ,6,A,214,215.0,True,GYC,True,"A(214aa,GYC);B(213aa,GYC);C(213aa,GYC);D(214aa,GYC);E(213aa,GYC);F(213aa,GYC)",A=214;B=213;C=213;D=214;E=213;F=213,False
4EN1,2,A,235,236.0,True,SWG,True,"A(235aa,SWG);B(225aa,SWG)",A=235;B=225,False
4EUL,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
4GES,1,B,229,230.0,False,,False,,B=229,False
4GF6,1,B,242,243.0,False,,False,,B=242,False
4H3L,2,A,214,215.0,True,NRQ,True,"A(214aa,NRQ);B(213aa,NRQ)",A=214;B=213,False
4H3M,2,A,212,213.0,True,NRQ,True,"A(212aa,NRQ);B(211aa,NRQ)",A=212;B=211,False
4H3N,1,A,214,215.0,True,NRQ,False,"A(214aa,NRQ)",A=214,False
4H47,1,A,227,228.0,True,CRF,False,"A(227aa,CRF)",A=227,False
4H48,1,A,227,228.0,True,CRF,False,"A(227aa,CRF)",A=227,False
4HE4,2,A,231,232.0,True,CRO,True,"A(231aa,CRO);B(231aa,CRO)",A=231;B=231,False
4HQ8,6,A,217,218.0,True,CR8,True,"A(217aa,CR8);B(217aa,CR8);C(216aa,CR8);D(216aa,CR8);E(214aa,CR8);F(216aa,CR8)",A=217;B=217;C=216;D=216;E=214;F=216,False
4HQ9,6,C,217,218.0,True,CR8,True,"A(216aa,CR8);B(215aa,CR8);C(217aa,CR8);D(215aa,CR8);E(216aa,CR8);F(213aa,CR8)",A=216;B=215;C=217;D=215;E=216;F=213,False
4HQC,6,A,217,220.0,True,CR8,True,"A(217aa,CR8);B(215aa,CR8);D(216aa,CR8);E(215aa,CR8)",A=217;B=215;C=214;D=216;E=215;F=216,False
4HVF,4,D,224,225.0,True,CR2,True,"A(217aa,CR2);B(217aa,CR2);C(217aa,CR2);D(224aa,CR2)",A=217;B=217;C=217;D=224,False
4IK1,1,A,391,392.0,True,CRO,False,"A(391aa,CRO)",A=391,False
4IK3,1,A,393,394.0,True,CRO,False,"A(393aa,CRO)",A=393,False
4IK4,1,A,395,396.0,True,CRO,False,"A(395aa,CRO)",A=395,False
4IK5,1,A,391,392.0,True,CRO,False,"A(391aa,CRO)",A=391,False
4IK8,1,A,395,396.0,True,CRO,False,"A(395aa,CRO)",A=395,False
4IK9,1,A,393,394.0,True,CRO,False,"A(393aa,CRO)",A=393,False
4IZN,12,A,217,218.0,True,CR8,True,"A(217aa,CR8);B(217aa,CR8);C(216aa,CR8);D(217aa,CR8);E(217aa,CR8);F(217aa,CR8);G(217aa,CR8);H(216aa,CR8);I(216aa,CR8);J(217aa,CR8);K(217aa,CR8);L(217aa,CR8)",A=217;B=217;C=216;D=217;E=217;F=217;G=217;H=216;I=216;J=217;K=217;L=217,False
4J88,2,A,227,228.0,False,,False,,A=227;B=226,False
4J89,2,A,228,229.0,False,,False,,A=228;B=226,False
4J8A,1,A,227,229.0,True,CRO,False,"A(227aa,CRO)",A=227,False
4JC2,6,A,220,221.0,True,CRQ,True,"A(220aa,CRQ);B(220aa,CRQ);C(219aa,CRQ);D(220aa,CRQ);E(220aa,CRQ);F(220aa,CRQ)",A=220;B=220;C=219;D=220;E=220;F=220,False
4JEO,2,A,217,218.0,True,CR2,True,"A(217aa,CR2);B(217aa,CR2)",A=217;B=217,False
4JF9,2,B,217,218.0,True,CR2,True,"A(216aa,CR2);B(217aa,CR2)",A=216;B=217,False
4JFG,8,A,225,226.0,False,,False,,A=225;B=222;C=225;D=217;E=225;F=217;G=221;H=225,False
4JGE,2,B,216,217.0,True,CR2,True,"A(215aa,CR2);B(216aa,CR2)",A=215;B=216,False
4JRB,1,A,398,399.0,True,CR2,False,"A(398aa,CR2)",A=398,False
4KA9,1,A,229,230.0,True,CRO,False,"A(229aa,CRO)",A=229,False
4KAG,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
4KEX,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
4KF4,8,A,215,216.0,True,CH6,True,"A(215aa,CH6);B(214aa,CH6);C(215aa,CH6);D(214aa,CH6);E(215aa,CH6);F(215aa,CH6);G(215aa,CH6);H(215aa,CH6)",A=215;B=214;C=215;D=214;E=215;F=215;G=215;H=215,False
4KF5,4,C,257,258.0,True,CH6,True,"A(189aa,CRO);B(189aa,CRO);C(257aa,CH6);D(257aa,CH6)",A=189;B=189;C=257;D=257,False
4KPI,1,A,223,224.0,True,NRQ,False,"A(223aa,NRQ)",A=223,False
4KW4,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
4KW8,1,A,222,223.0,True,CRO,False,"A(222aa,CRO)",A=222,False
4KW9,1,A,222,223.0,True,CRO,False,"A(222aa,CRO)",A=222,False
4L12,1,A,229,230.0,True,CRO,False,"A(229aa,CRO)",A=229,False
4L13,1,A,229,230.0,True,CRO,False,"A(229aa,CRO)",A=229,False
4L1I,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
4LJB,4,C,222,223.0,True,CR8,True,"A(220aa,CR8);B(219aa,CR8);C(222aa,CR8);D(220aa,CR8)",A=220;B=219;C=222;D=220,False
4LJC,4,C,222,223.0,True,CR8,True,"A(220aa,CR8);B(219aa,CR8);C(222aa,CR8);D(220aa,CR8)",A=220;B=219;C=222;D=220,False
4LJD,4,C,221,223.0,True,CR8,True,"A(218aa,CR8);B(217aa,CR8);C(221aa,CR8);D(218aa,CR8)",A=218;B=217;C=221;D=218,False
4LQT,1,A,229,230.0,True,CRO,False,"A(229aa,CRO)",A=229,False
4LQU,4,B,228,229.0,True,CRO,True,"A(225aa,CRO);B(228aa,CRO);C(227aa,CRO);D(226aa,CRO)",A=225;B=228;C=227;D=226,False
4LW5,5,B,226,227.0,True,CRO,True,"A(225aa,CRO);B(226aa,CRO);C(225aa,CRO);D(224aa,CRO);E(225aa,CRO)",A=225;B=226;C=225;D=224;E=225,False
4N3D,2,A,225,226.0,True,CRO,True,"A(225aa,CRO);B(225aa,CRO)",A=225;B=225,False
4NDJ,1,A,279,280.0,True,CR2,False,"A(279aa,CR2)",A=279,False
4NDK,2,B,272,273.0,True,CR2,True,"A(271aa,CR2);B(272aa,CR2)",A=271;B=272,False
4NWS,2,A,223,224.0,True,NRQ,True,"A(223aa,NRQ);B(223aa,NRQ)",A=223;B=223,False
4OGS,2,A,225,226.0,True,CRO,True,"A(225aa,CRO);B(225aa,CRO)",A=225;B=225,False
4OHS,8,B,225,227.0,True,CH6,True,"A(219aa,CH6);B(225aa,CH6);C(221aa,CH6);D(217aa,CH6);E(217aa,CH6);F(225aa,CH6);G(214aa,CH6);H(216aa,CH6)",A=219;B=225;C=221;D=217;E=217;F=225;G=214;H=216,False
4OJ0,4,A,224,225.0,True,NRQ,True,"A(224aa,NRQ);B(224aa,NRQ);C(224aa,NRQ);D(224aa,NRQ)",A=224;B=224;C=224;D=224,False
4OQW,8,A,223,226.0,True,NRQ,True,"A(223aa,NRQ);B(221aa,NRQ);C(220aa,NRQ);D(223aa,NRQ);E(211aa,NRQ);F(212aa,NRQ);G(209aa,NRQ);H(193aa,NRQ)",A=223;B=221;C=220;D=223;E=211;F=212;G=209;H=193,False
4ORN,2,A,227,229.0,True,GYS,True,"A(227aa,GYS);B(227aa,GYS)",A=227;B=227,False
4OY4,1,A,334,335.0,True,CR8,False,"A(334aa,CR8)",A=334,False
4P1Q,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
4P76,2,A,223,224.0,True,CR8,True,"A(223aa,CR8);B(219aa,CR8)",A=223;B=219,False
4P7H,2,A,971,972.0,True,CRO,True,"A(971aa,CRO);B(952aa,CRO)",A=971;B=952,False
4PA0,2,A,974,975.0,True,CRO,True,"A(974aa,CRO);B(920aa,CRO)",A=974;B=920,False
4PFE,2,A,342,343.0,True,CRO,True,"A(342aa,CRO);B(340aa,CRO)",A=342;B=340,False
4Q7R,2,A,223,224.0,False,,False,,A=223;B=214,False
4Q7T,2,B,216,217.0,False,,False,,A=214;B=216,False
4Q7U,1,A,217,218.0,False,,False,,A=217,False
4Q9W,2,A,217,218.0,True,PIA,True,"A(217aa,PIA);B(217aa,PIA)",A=217;B=217,False
4Q9X,1,A,213,214.0,True,PIA,False,"A(213aa,PIA)",A=213,False
4R6B,4,C,222,223.0,True,CR8,True,"A(220aa,CR8);B(219aa,CR8);C(222aa,CR8);D(220aa,CR8)",A=220;B=219;C=222;D=220,False
4R6D,1,A,213,214.0,True,PIA,False,"A(213aa,PIA)",A=213,False
4U2V,4,B,306,307.0,True,CR2,True,"B(306aa,CR2);D(306aa,CR2);C(306aa,CR2);A(305aa,CR2)",B=306;D=306;C=306;A=305,False
4UTS,4,A,213,214.0,True,GYC,True,"A(213aa,GYC);B(213aa,GYC);C(213aa,GYC);D(213aa,GYC)",A=213;B=213;C=213;D=213,False
4XBI,2,A,376,377.0,True,CRO,True,"A(376aa,CRO);B(369aa,CRO)",A=376;B=369,False
4XGY,1,A,237,238.0,True,CRO,False,"A(237aa,CRO)",A=237,False
4XL5,2,C,245,226.0,False,,True,"A(226aa,CRO)",A=226;C=245,True
4XOV,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
4XOW,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
4XVP,6,A,227,228.0,True,CRO,True,"A(227aa,CRO);B(227aa,CRO);C(227aa,CRO)",A=227;B=227;C=227;D=158;E=158;F=158,False
4Z4K,2,A,282,283.0,True,CR2,True,"A(282aa,CR2);B(281aa,CR2)",A=282;B=281,False
4Z4M,2,A,253,254.0,True,CR2,True,"A(253aa,CR2);B(253aa,CR2)",A=253;B=253,False
4ZB1,2,A,226,227.0,True,CRQ,True,"A(226aa,CRQ);B(226aa,CRQ)",A=226;B=226,False
4ZBL,1,A,225,226.0,False,,False,,A=225,False
4ZF3,2,A,216,217.0,True,CRO,True,"A(216aa,CRO);B(214aa,CRO)",A=216;B=214,False
4ZF4,2,A,226,227.0,False,,False,,A=226;B=223,False
4ZF5,2,A,224,225.0,False,,False,,A=224;B=216,False
4ZFS,5,A,233,234.0,False,,False,,A=233;B=233;C=227;D=227;E=227,False
5AQB,2,A,408,228.0,False,,True,"B(228aa,CRO)",A=408;B=228,True
5B61,6,D,227,227.0,False,,False,,A=222;B=224;C=226;D=227;E=227;F=223,False
5BQL,4,A,225,226.0,True,NRQ,True,"A(225aa,NRQ);B(223aa,NRQ);C(222aa,NRQ);D(220aa,NRQ)",A=225;B=223;C=222;D=220,False
5BT0,2,A,229,231.0,True,CRO,True,"A(229aa,CRO);B(229aa,CRO)",A=229;B=229,False
5BTT,2,A,226,228.0,True,CRO,True,"A(226aa,CRO);B(226aa,CRO)",A=226;B=226,False
5DPG,1,A,231,233.0,True,CRO,False,"A(231aa,CRO)",A=231,False
5DPH,2,B,231,233.0,True,CRO,True,"A(223aa,CRO);B(231aa,CRO)",A=223;B=231,False
5DPI,6,A,223,226.0,True,CRO,True,"A(223aa,CRO);B(223aa,CRO);C(221aa,CRO);D(223aa,CRO);E(223aa,CRO);F(222aa,CRO)",A=223;B=223;C=221;D=223;E=223;F=222,False
5DPJ,4,A,224,227.0,True,CRO,True,"A(224aa,CRO);B(222aa,CRO);C(222aa,CRO);D(222aa,CRO)",A=224;B=222;C=222;D=222,False
5DQB,1,A,228,229.0,True,CRF,False,"A(228aa,CRF)",A=228,False
5DQM,1,A,227,228.0,True,CRF,False,"A(227aa,CRF)",A=227,False
5DRF,1,A,227,228.0,True,CRF,False,"A(227aa,CRF)",A=227,False
5DRG,1,A,227,228.0,True,CRF,False,"A(227aa,CRF)",A=227,False
5DTL,12,A,219,220.0,False,,False,,A=219;B=219;C=219;D=219;E=219;F=219;G=219;H=219;I=219;J=219;K=219;L=219,False
5DTX,1,A,245,246.0,True,PIA,False,"A(245aa,PIA)",A=245,False
5DTY,1,A,245,246.0,True,PIA,False,"A(245aa,PIA)",A=245,False
5DTZ,4,A,230,231.0,True,PIA,True,"A(230aa,PIA);B(229aa,PIA);C(230aa,PIA);D(229aa,PIA)",A=230;B=229;C=230;D=229,False
5DU0,4,A,227,228.0,True,PIA,True,"A(227aa,PIA);B(225aa,PIA);C(227aa,PIA);D(227aa,PIA)",A=227;B=225;C=227;D=227,False
5DY6,2,A,224,226.0,True,CRO,True,"A(224aa,CRO);B(223aa,CRO)",A=224;B=223,False
5EHU,2,A,227,229.0,True,CRO,True,"A(227aa,CRO);B(227aa,CRO)",A=227;B=227,False
5EXB,16,K,226,227.0,False,,False,,A=220;B=224;C=223;D=221;E=220;F=221;G=224;H=220;I=220;J=221;K=226;L=225;M=220;N=220;O=221;P=221,False
5EXC,16,bb,166,167.0,True,RC7,True,"aa(164aa,RC7);bb(166aa,RC7);cc(165aa,RC7);dd(165aa,RC7);ee(161aa,RC7);ff(161aa,RC7);gg(165aa,RC7);hh(161aa,RC7)",A=59;aa=164;B=59;bb=166;C=58;cc=165;D=58;dd=165;E=58;ee=161;F=58;ff=161;G=58;gg=165;H=58;hh=161,False
5F9G,1,A,228,229.0,True,CRO,False,"A(228aa,CRO)",A=228,False
5FGU,1,A,494,495.0,True,CR2,False,"A(494aa,CR2)",A=494,False
5FHV,1,A,220,222.0,True,CH6,False,"A(220aa,CH6)",A=220,False
5FVF,4,A,222,223.0,False,,False,,A=222;B=222;C=220;D=220,False
5FVG,4,B,222,223.0,False,,False,,A=220;B=222;C=222;D=220,False
5FVI,4,B,222,223.0,False,,False,,A=220;B=222;C=222;D=221,False
5H87,4,A,213,214.0,True,CH6,True,"A(213aa,CH6);B(213aa,CH6);C(213aa,CH6);D(213aa,CH6)",A=213;B=213;C=213;D=213,False
5H88,4,A,213,214.0,True,CH6,True,"A(213aa,CH6);B(212aa,CH6);C(212aa,CH6);D(211aa,CH6)",A=213;B=212;C=212;D=211,False
5H89,4,A,215,216.0,True,CH6,True,"A(215aa,CH6);B(215aa,CH6);C(215aa,CH6);D(215aa,CH6)",A=215;B=215;C=215;D=215,False
5HBD,1,A,239,240.0,True,PIA,False,"A(239aa,PIA)",A=239,False
5HGE,1,A,242,243.0,True,PIA,False,"A(242aa,PIA)",A=242,False
5HW9,1,A,244,245.0,True,PIA,False,"A(244aa,PIA)",A=244,False
5HZO,2,A,229,230.0,True,GYS,True,"A(229aa,GYS);B(229aa,GYS)",A=229;B=229,False
5HZS,12,A,214,215.0,True,GYS,True,"A(214aa,GYS);B(212aa,GYS);C(214aa,GYS);D(214aa,GYS);E(214aa,GYS);F(213aa,GYS);G(213aa,GYS);H(213aa,GYS);I(212aa,GYS);J(213aa,GYS);K(212aa,GYS);L(213aa,GYS)",A=214;B=212;C=214;D=214;E=214;F=213;G=213;H=213;I=212;J=213;K=212;L=213,False
5HZT,12,D,214,215.0,True,GYS,True,"A(192aa,GYS);B(209aa,GYS);C(213aa,GYS);D(214aa,GYS);E(214aa,GYS);F(213aa,GYS);G(213aa,GYS);H(214aa,GYS);I(212aa,GYS);J(210aa,GYS);K(188aa,GYS);L(213aa,GYS)",A=192;B=209;C=213;D=214;E=214;F=213;G=213;H=214;I=212;J=210;K=188;L=213,False
5HZU,12,B,214,215.0,True,GYS,True,"A(212aa,GYS);B(214aa,GYS);C(212aa,GYS);D(212aa,GYS);E(213aa,GYS);F(213aa,GYS);G(212aa,GYS);H(213aa,GYS);I(212aa,GYS);J(213aa,GYS);K(212aa,GYS);L(213aa,GYS)",A=212;B=214;C=212;D=212;E=213;F=213;G=212;H=213;I=212;J=213;K=212;L=213,False
5J2O,1,A,225,226.0,True,CRF,False,"A(225aa,CRF)",A=225,False
5J3N,2,A,385,386.0,True,GYS,True,"A(385aa,GYS);B(229aa,GYS)",A=385;B=229,False
5JZK,2,A,235,236.0,True,CRO,True,"A(235aa,CRO);B(233aa,CRO)",A=235;B=233,False
5JZL,2,A,231,232.0,True,CRO,True,"A(231aa,CRO);B(230aa,CRO)",A=231;B=230,False
5KTG,2,A,308,309.0,True,CR2,True,"A(308aa,CR2);B(308aa,CR2)",A=308;B=308,False
5LEL,9,E,369,226.0,False,,True,"C(226aa,CRO);F(226aa,CRO);I(226aa,CRO)",A=313;B=368;C=226;D=313;E=369;F=226;G=311;H=366;I=226,True
5LEM,3,B,364,227.0,False,,True,"C(227aa,CRO)",A=320;B=364;C=227,True
5LK4,1,A,216,217.0,True,NRQ,False,"A(216aa,NRQ)",A=216,False
5LTP,6,B,225,226.0,True,CR2,True,"A(218aa,CR2);B(225aa,CR2);C(222aa,CR2);D(223aa,CR2);E(221aa,CR2);F(223aa,CR2)",A=218;B=225;C=222;D=223;E=221;F=223,False
5LTQ,16,F,221,222.0,True,CR2,True,"A(217aa,CR2);D(218aa,CR2);B(216aa,CR2);C(216aa,CR2);E(214aa,CR2);H(214aa,CR2);F(221aa,CR2);G(215aa,CR2);I(214aa,CR2);L(216aa,CR2);J(221aa,CR2);K(214aa,CR2);M(207aa,CR2);P(216aa,CR2);N(216aa,CR2);O(210aa,CR2)",A=217;D=218;B=216;C=216;E=214;H=214;F=221;G=215;I=214;L=216;J=221;K=214;M=207;P=216;N=216;O=210,False
5LTR,1,A,215,217.0,True,CR2,False,"A(215aa,CR2)",A=215,False
5MA3,2,A,302,227.0,False,,True,"B(227aa,CRO)",B=227;A=302,True
5MA4,2,A,294,229.0,False,,True,"B(229aa,CRO)",B=229;A=294,True
5MA5,4,A,298,227.0,False,,True,"B(227aa,CRO);D(226aa,CRO)",B=227;A=298;D=226;C=288,True
5MA6,2,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226;B=159,False
5MA8,4,B,225,226.0,True,CRO,True,"B(225aa,CRO);D(224aa,CRO)",A=157;C=158;B=225;D=224,False
5MA9,8,A,298,226.0,False,,True,"B(226aa,CRO);D(226aa,CRO);H(226aa,CRO);F(226aa,CRO)",B=226;A=298;C=294;G=294;E=293;D=226;H=226;F=226,True
5MAD,8,B,231,232.0,True,CRO,True,"B(231aa,CRO);D(231aa,CRO);F(225aa,CRO);H(228aa,CRO)",A=154;B=231;C=155;D=231;E=160;F=225;G=160;H=228,False
5MAK,4,A,286,227.0,False,,True,"B(227aa,CRO);D(226aa,CRO)",B=227;A=286;D=226;C=286,True
5MFC,4,A,285,240.0,False,,True,"B(240aa,CRO);D(237aa,CRO)",A=285;B=240;C=282;D=237,True
5MSE,4,C,226,227.0,True,CRO,True,"A(223aa,CRO);C(226aa,CRO);D(223aa,CRO);B(223aa,CRO)",A=223;C=226;D=223;B=223,False
5N9O,1,A,234,235.0,True,CRO,False,"A(234aa,CRO)",A=234,False
5NHN,2,B,227,228.0,True,CRO,True,"B(227aa,CRO);A(225aa,CRO)",B=227;A=225,False
5NI3,4,B,228,229.0,True,CRO,True,"A(224aa,CRO);B(228aa,CRO);C(228aa,CRO);D(224aa,CRO)",A=224;B=228;C=228;D=224,False
5O89,1,A,243,244.0,True,PIA,False,"A(243aa,PIA)",A=243,False
5O8A,1,A,243,244.0,True,PIA,False,"A(243aa,PIA)",A=243,False
5O8B,1,A,243,244.0,True,PIA,False,"A(243aa,PIA)",A=243,False
5O8C,1,A,243,244.0,True,PIA,False,"A(243aa,PIA)",A=243,False
5OOZ,1,A,215,216.0,True,VYA,False,"A(215aa,VYA)",A=215,False
5OQ9,1,A,215,216.0,True,VYA,False,"A(215aa,VYA)",A=215,False
5OQA,1,A,215,216.0,True,VYA,False,"A(215aa,VYA)",A=215,False
5OQE,1,A,216,217.0,True,VYA,False,"A(216aa,VYA)",A=216,False
5OX8,1,A,224,225.0,True,B2H,False,"A(224aa,B2H)",A=224,False
